Player,starting_11,team,game,Season
Abdoulaye Doucouré,Y,Everton,Everton vs West Ham,2023
Vitaliy Mykolenko,Y,Everton,Everton vs West Ham,2023
Ben Godfrey,Y,Everton,Everton vs West Ham,2023
Jarrad Branthwaite,Y,Everton,Everton vs West Ham,2023
James Garner,Y,Everton,Everton vs West Ham,2023
Alphonse Areola,Y,West Ham,Everton vs West Ham,2023
Kurt Zouma,Y,West Ham,Everton vs West Ham,2023
Vladimír Coufal,Y,West Ham,Everton vs West Ham,2023
James Ward-Prowse,Y,West Ham,Everton vs West Ham,2023
Lucas Paquetá,Y,West Ham,Everton vs West Ham,2023
Kudus Mohammed,Y,West Ham,Everton vs West Ham,2023
Konstantinos Mavropanos,Y,West Ham,Everton vs West Ham,2023
Edson Álvarez,Y,West Ham,Everton vs West Ham,2023
Jarrod Bowen,Y,West Ham,Everton vs West Ham,2023
Tomáš Souček,Y,West Ham,Everton vs West Ham,2023
Emerson Palmieri,Y,West Ham,Everton vs West Ham,2023
Thomas Kaminski,Y,Luton Town,Luton Town vs Aston Villa,2023
Ross Barkley,Y,Luton Town,Luton Town vs Aston Villa,2023
Carlton Morris,Y,Luton Town,Luton Town vs Aston Villa,2023
Issa Kaboré,Y,Luton Town,Luton Town vs Aston Villa,2023
Tahith Chong,Y,Luton Town,Luton Town vs Aston Villa,2023
Teden Mengi,Y,Luton Town,Luton Town vs Aston Villa,2023
Reece Burke,Y,Luton Town,Luton Town vs Aston Villa,2023
Jordan Clark,Y,Luton Town,Luton Town vs Aston Villa,2023
Amari'i Bell,Y,Luton Town,Luton Town vs Aston Villa,2023
Andros Townsend,Y,Luton Town,Luton Town vs Aston Villa,2023
Alfie Doughty,Y,Luton Town,Luton Town vs Aston Villa,2023
Emiliano Martínez,Y,Aston Villa,Luton Town vs Aston Villa,2023
Matty Cash,Y,Aston Villa,Luton Town vs Aston Villa,2023
Ezri Konsa,Y,Aston Villa,Luton Town vs Aston Villa,2023
